checkpoint,run,score,player
checkpoint-5009,15,37,GREEDY
checkpoint-5009,15,40,DEFENSIVE
checkpoint-5009,16,37,NN
checkpoint-5009,16,37,GREEDY
checkpoint-5009,16,36,AGGRESSIVE
checkpoint-5009,16,36,DEFENSIVE
checkpoint-5009,17,37,GREEDY
checkpoint-5009,17,42,NN
checkpoint-5009,17,36,AGGRESSIVE
checkpoint-5009,17,37,DEFENSIVE
checkpoint-5009,18,36,GREEDY
checkpoint-5009,18,46,AGGRESSIVE
checkpoint-5009,18,40,NN
checkpoint-5009,18,36,DEFENSIVE
checkpoint-5009,19,38,NN
checkpoint-5009,19,37,AGGRESSIVE
checkpoint-5009,19,36,DEFENSIVE
checkpoint-5009,19,36,GREEDY
checkpoint-5009,20,36,DEFENSIVE
checkpoint-5009,20,37,GREEDY
checkpoint-5009,20,38,NN
checkpoint-5009,20,37,AGGRESSIVE
checkpoint-5009,21,37,NN
checkpoint-5009,21,36,AGGRESSIVE
checkpoint-5009,21,36,GREEDY
checkpoint-5009,21,36,DEFENSIVE
checkpoint-5009,22,36,NN
checkpoint-5009,22,36,AGGRESSIVE
checkpoint-5009,22,36,GREEDY
checkpoint-5009,22,36,DEFENSIVE
checkpoint-5009,23,37,NN
checkpoint-5009,23,0,AGGRESSIVE
checkpoint-5009,23,0,GREEDY
checkpoint-5009,23,0,DEFENSIVE
checkpoint-5009,24,0,NN
checkpoint-5009,24,36,GREEDY
checkpoint-5009,24,36,AGGRESSIVE
checkpoint-5009,24,46,DEFENSIVE
checkpoint-5009,25,37,GREEDY
checkpoint-5009,25,36,DEFENSIVE
checkpoint-5009,25,36,NN
checkpoint-5009,25,61,AGGRESSIVE
checkpoint-5009,26,36,GREEDY
checkpoint-5009,26,36,DEFENSIVE
checkpoint-5009,26,45,AGGRESSIVE
checkpoint-5009,26,36,NN
checkpoint-5009,27,38,NN
checkpoint-5009,27,36,DEFENSIVE
checkpoint-5009,27,50,AGGRESSIVE
checkpoint-5009,27,37,GREEDY
checkpoint-5009,28,37,AGGRESSIVE
checkpoint-5009,28,52,NN
checkpoint-5009,28,37,DEFENSIVE
checkpoint-5009,28,45,GREEDY
checkpoint-5009,29,36,AGGRESSIVE
checkpoint-5009,29,37,NN
checkpoint-5009,29,36,GREEDY
checkpoint-5009,29,37,DEFENSIVE
checkpoint-5009,30,36,AGGRESSIVE
checkpoint-5009,30,36,GREEDY
checkpoint-5009,30,38,DEFENSIVE
checkpoint-5009,30,37,NN
checkpoint-5009,31,36,DEFENSIVE
checkpoint-5009,31,39,GREEDY
checkpoint-5009,31,56,NN
checkpoint-5009,31,37,AGGRESSIVE
checkpoint-5009,32,36,NN
checkpoint-5009,32,37,AGGRESSIVE
checkpoint-5009,32,37,GREEDY
checkpoint-5009,32,36,DEFENSIVE
checkpoint-5009,33,38,NN
checkpoint-5009,33,36,DEFENSIVE
checkpoint-5009,33,36,AGGRESSIVE
checkpoint-5009,33,36,GREEDY
checkpoint-5009,34,36,GREEDY
checkpoint-5009,34,36,AGGRESSIVE
checkpoint-5009,34,0,DEFENSIVE
checkpoint-5009,34,36,NN
checkpoint-5009,35,0,NN
checkpoint-5009,35,0,GREEDY
checkpoint-5009,35,0,AGGRESSIVE
checkpoint-5009,35,0,DEFENSIVE
checkpoint-5500,0,36,GREEDY
checkpoint-5500,0,36,AGGRESSIVE
checkpoint-5500,0,49,DEFENSIVE
checkpoint-5500,1,36,GREEDY
checkpoint-5500,1,38,DEFENSIVE
checkpoint-5500,1,38,AGGRESSIVE
checkpoint-5500,1,38,NN
checkpoint-5500,2,36,DEFENSIVE
checkpoint-5500,2,36,GREEDY
checkpoint-5500,2,46,NN
checkpoint-5500,2,36,AGGRESSIVE
checkpoint-5500,3,36,AGGRESSIVE
checkpoint-5500,3,36,NN
checkpoint-5500,3,36,GREEDY
checkpoint-5500,3,36,DEFENSIVE
checkpoint-5500,4,37,NN
checkpoint-5500,4,36,AGGRESSIVE
checkpoint-5500,4,36,DEFENSIVE
checkpoint-5500,4,36,GREEDY
checkpoint-5500,5,36,DEFENSIVE
checkpoint-5500,5,48,NN
checkpoint-5500,5,36,AGGRESSIVE
checkpoint-5500,5,36,GREEDY
checkpoint-5500,6,36,AGGRESSIVE
checkpoint-5500,6,38,NN
checkpoint-5500,6,36,DEFENSIVE
checkpoint-5500,6,38,GREEDY
checkpoint-5500,7,43,NN
checkpoint-5500,7,36,AGGRESSIVE
checkpoint-5500,7,36,GREEDY
checkpoint-5500,7,36,DEFENSIVE
checkpoint-5500,8,37,NN
checkpoint-5500,8,36,DEFENSIVE
checkpoint-5500,8,36,AGGRESSIVE
checkpoint-5500,8,36,GREEDY
checkpoint-5500,9,38,NN
checkpoint-5500,9,36,DEFENSIVE
checkpoint-5500,9,36,GREEDY
checkpoint-5500,9,36,AGGRESSIVE
checkpoint-5500,10,36,DEFENSIVE
checkpoint-5500,10,36,GREEDY
checkpoint-5500,10,36,NN
checkpoint-5500,10,42,AGGRESSIVE
checkpoint-5500,11,36,NN
checkpoint-5500,11,36,DEFENSIVE
checkpoint-5500,11,36,GREEDY
checkpoint-5500,11,36,AGGRESSIVE
checkpoint-5500,12,36,AGGRESSIVE
checkpoint-5500,12,36,DEFENSIVE
checkpoint-5500,12,44,NN
checkpoint-5500,12,42,GREEDY
checkpoint-5500,13,36,AGGRESSIVE
checkpoint-5500,13,36,GREEDY
checkpoint-5500,13,38,NN
checkpoint-5500,13,37,DEFENSIVE
checkpoint-5500,14,36,NN
checkpoint-5500,14,36,DEFENSIVE
checkpoint-5500,14,50,AGGRESSIVE
checkpoint-5500,14,37,GREEDY
checkpoint-5500,15,36,DEFENSIVE
checkpoint-5500,15,38,GREEDY
checkpoint-5500,15,41,NN
checkpoint-5500,15,48,AGGRESSIVE
checkpoint-5500,16,37,DEFENSIVE
checkpoint-5500,16,38,NN
checkpoint-5500,16,36,AGGRESSIVE
checkpoint-5500,16,36,GREEDY
checkpoint-5500,17,36,AGGRESSIVE
checkpoint-5500,17,36,GREEDY
checkpoint-5500,17,36,DEFENSIVE
checkpoint-5500,17,47,NN
checkpoint-5500,18,36,DEFENSIVE
checkpoint-5500,18,43,NN
checkpoint-5500,18,36,AGGRESSIVE
checkpoint-5500,18,36,GREEDY
checkpoint-5500,19,36,NN
checkpoint-5500,19,36,DEFENSIVE
checkpoint-5500,19,37,GREEDY
checkpoint-5500,19,63,AGGRESSIVE
checkpoint-5500,20,37,AGGRESSIVE
checkpoint-5500,20,36,DEFENSIVE
checkpoint-5500,20,36,NN
checkpoint-5500,20,38,GREEDY
checkpoint-5500,21,36,NN
checkpoint-5500,21,36,AGGRESSIVE
checkpoint-5500,21,38,GREEDY
checkpoint-5500,21,52,DEFENSIVE
checkpoint-5500,22,36,NN
checkpoint-5500,22,36,AGGRESSIVE
checkpoint-5500,22,36,GREEDY
checkpoint-5500,22,52,DEFENSIVE
checkpoint-5500,23,36,AGGRESSIVE
checkpoint-5500,23,36,GREEDY
checkpoint-5500,23,36,DEFENSIVE
checkpoint-5500,23,36,NN
checkpoint-5500,24,36,GREEDY
checkpoint-5500,24,49,NN
checkpoint-5500,24,38,AGGRESSIVE
checkpoint-5500,24,38,DEFENSIVE
checkpoint-5500,25,36,NN
checkpoint-5500,25,36,GREEDY
checkpoint-5500,25,37,AGGRESSIVE
checkpoint-5500,25,36,DEFENSIVE
checkpoint-5500,26,38,AGGRESSIVE
checkpoint-5500,26,42,DEFENSIVE
checkpoint-5500,26,36,GREEDY
checkpoint-5500,26,37,NN
checkpoint-5500,27,38,NN
checkpoint-5500,27,36,GREEDY
checkpoint-5500,27,37,DEFENSIVE
checkpoint-5500,27,50,AGGRESSIVE
checkpoint-5500,28,38,AGGRESSIVE
checkpoint-5500,28,36,GREEDY
checkpoint-5500,28,36,NN
checkpoint-5500,28,44,DEFENSIVE
checkpoint-5500,29,36,NN
checkpoint-5500,29,36,DEFENSIVE
checkpoint-5500,29,44,AGGRESSIVE
checkpoint-5500,29,36,GREEDY
checkpoint-5500,30,37,NN
checkpoint-5500,30,36,AGGRESSIVE
checkpoint-5500,30,36,GREEDY
checkpoint-5500,30,36,DEFENSIVE
checkpoint-5500,31,37,NN
checkpoint-5500,31,0,AGGRESSIVE
checkpoint-5500,31,0,GREEDY
checkpoint-5500,31,0,DEFENSIVE
checkpoint-5500,32,0,NN
checkpoint-5500,32,0,GREEDY
checkpoint-5500,32,0,AGGRESSIVE
checkpoint-5500,32,0,DEFENSIVE
checkpoint-5500,33,0,DEFENSIVE
checkpoint-5500,33,0,GREEDY
checkpoint-5500,33,0,NN
checkpoint-5500,33,0,AGGRESSIVE
checkpoint-5500,34,0,NN
checkpoint-5500,34,0,GREEDY
checkpoint-5500,34,0,DEFENSIVE
checkpoint-5500,34,0,AGGRESSIVE
checkpoint-5500,35,0,GREEDY
checkpoint-5500,35,0,AGGRESSIVE
checkpoint-5500,35,0,DEFENSIVE
checkpoint-5500,35,0,NN
checkpoint-5500,36,0,NN
checkpoint-5500,36,0,AGGRESSIVE
checkpoint-5500,36,0,GREEDY
checkpoint-5500,36,0,DEFENSIVE
checkpoint-5500,37,0,NN
checkpoint-5500,37,0,GREEDY
checkpoint-5500,37,0,AGGRESSIVE
checkpoint-5500,37,0,DEFENSIVE
checkpoint-5500,38,0,NN
checkpoint-5500,38,0,AGGRESSIVE
checkpoint-5500,38,0,GREEDY
checkpoint-6004,0,36,GREEDY
checkpoint-6004,0,40,NN
checkpoint-6004,0,55,AGGRESSIVE
checkpoint-6004,0,39,DEFENSIVE
checkpoint-6004,1,36,GREEDY
checkpoint-6004,1,37,NN
checkpoint-6004,1,46,AGGRESSIVE
checkpoint-6004,1,39,DEFENSIVE
checkpoint-6004,2,36,DEFENSIVE
checkpoint-6004,2,37,AGGRESSIVE
checkpoint-6004,2,41,NN
checkpoint-6004,2,36,GREEDY
checkpoint-6004,3,36,AGGRESSIVE
checkpoint-6004,3,39,DEFENSIVE
checkpoint-6004,3,52,GREEDY
checkpoint-6004,3,36,NN
checkpoint-6004,4,36,AGGRESSIVE
checkpoint-6004,4,36,GREEDY
checkpoint-6004,4,39,NN
checkpoint-6004,4,38,DEFENSIVE
checkpoint-6004,5,36,AGGRESSIVE
checkpoint-6004,5,37,NN
checkpoint-6004,5,42,GREEDY
checkpoint-6004,5,59,DEFENSIVE
checkpoint-6004,6,36,AGGRESSIVE
checkpoint-6004,6,36,NN
checkpoint-6004,6,44,GREEDY
checkpoint-6004,6,43,DEFENSIVE
checkpoint-6004,7,36,AGGRESSIVE
checkpoint-6004,7,36,DEFENSIVE
checkpoint-6004,7,38,NN
checkpoint-6004,7,36,GREEDY
checkpoint-6004,8,37,AGGRESSIVE
checkpoint-6004,8,36,DEFENSIVE
checkpoint-6004,8,38,NN
checkpoint-6004,8,42,GREEDY
checkpoint-6004,9,36,NN
checkpoint-6004,9,36,AGGRESSIVE
checkpoint-6004,9,36,GREEDY
checkpoint-6004,9,36,DEFENSIVE
checkpoint-6004,10,36,AGGRESSIVE
checkpoint-6004,10,36,NN
checkpoint-6004,10,36,GREEDY
checkpoint-6004,10,36,DEFENSIVE
checkpoint-6004,11,36,AGGRESSIVE
checkpoint-6004,11,36,DEFENSIVE
checkpoint-6004,11,36,GREEDY
checkpoint-6004,11,36,NN
checkpoint-6004,12,36,DEFENSIVE
checkpoint-6004,12,36,GREEDY
checkpoint-6004,12,38,NN
checkpoint-6004,12,61,AGGRESSIVE
checkpoint-6004,13,38,AGGRESSIVE
checkpoint-6004,13,38,NN
checkpoint-6004,13,36,GREEDY
checkpoint-6004,13,39,DEFENSIVE
checkpoint-6004,14,38,NN
checkpoint-6004,14,36,AGGRESSIVE
checkpoint-6004,14,44,DEFENSIVE
checkpoint-6004,14,37,GREEDY
checkpoint-6004,15,36,NN
checkpoint-6004,15,37,AGGRESSIVE
checkpoint-6004,15,37,DEFENSIVE
checkpoint-6004,15,36,GREEDY
checkpoint-6004,16,44,NN
checkpoint-6004,16,37,DEFENSIVE
checkpoint-6004,16,38,AGGRESSIVE
checkpoint-6004,16,53,GREEDY
checkpoint-6004,17,37,NN
checkpoint-6004,17,37,GREEDY
checkpoint-6004,17,36,DEFENSIVE
checkpoint-6004,17,61,AGGRESSIVE
checkpoint-6004,18,36,GREEDY
checkpoint-6004,18,37,NN
checkpoint-6004,18,36,DEFENSIVE
checkpoint-6004,18,37,AGGRESSIVE
checkpoint-6004,19,36,NN
checkpoint-6004,19,36,AGGRESSIVE
checkpoint-6004,19,36,GREEDY
checkpoint-6004,19,36,DEFENSIVE
checkpoint-6004,20,36,NN
checkpoint-6004,20,36,AGGRESSIVE
checkpoint-6004,20,36,GREEDY
checkpoint-6004,20,36,DEFENSIVE
checkpoint-6004,21,36,NN
checkpoint-6004,21,37,AGGRESSIVE
checkpoint-6004,21,36,GREEDY
checkpoint-6004,21,36,DEFENSIVE
checkpoint-6004,22,36,GREEDY
checkpoint-6004,22,36,DEFENSIVE
checkpoint-6004,22,40,NN
checkpoint-6004,22,45,AGGRESSIVE
checkpoint-6004,23,40,NN
checkpoint-6004,23,36,DEFENSIVE
checkpoint-6004,23,36,AGGRESSIVE
checkpoint-6004,23,37,GREEDY
checkpoint-6004,24,37,NN
checkpoint-6004,24,36,AGGRESSIVE
checkpoint-6004,24,38,GREEDY
checkpoint-6004,24,37,DEFENSIVE
checkpoint-6004,25,36,AGGRESSIVE
checkpoint-6004,25,36,GREEDY
checkpoint-6004,25,38,NN
checkpoint-6004,25,36,DEFENSIVE
checkpoint-6004,26,36,NN
checkpoint-6004,26,36,AGGRESSIVE
checkpoint-6004,26,36,GREEDY
checkpoint-6004,26,37,DEFENSIVE
checkpoint-6004,27,36,NN
checkpoint-6004,27,36,AGGRESSIVE
checkpoint-6004,27,36,DEFENSIVE
checkpoint-6004,27,37,GREEDY
checkpoint-6004,28,36,NN
checkpoint-6004,28,36,GREEDY
checkpoint-6004,28,36,DEFENSIVE
checkpoint-6004,28,36,AGGRESSIVE
checkpoint-6004,29,36,NN
checkpoint-6004,29,36,GREEDY
checkpoint-6004,29,39,DEFENSIVE
checkpoint-6004,29,36,AGGRESSIVE
checkpoint-6004,30,38,NN
checkpoint-6004,30,37,DEFENSIVE
checkpoint-6004,30,36,AGGRESSIVE
checkpoint-6004,30,36,GREEDY
checkpoint-6004,31,0,NN
checkpoint-6004,31,0,AGGRESSIVE
checkpoint-6004,31,0,GREEDY
checkpoint-6004,31,0,DEFENSIVE
checkpoint-6004,32,0,AGGRESSIVE
checkpoint-6004,32,0,GREEDY
checkpoint-6004,32,0,NN
checkpoint-6004,32,0,DEFENSIVE
checkpoint-6004,33,0,AGGRESSIVE
checkpoint-6004,33,0,NN
checkpoint-8,0,36,DEFENSIVE
checkpoint-8,0,40,NN
checkpoint-8,0,38,GREEDY
checkpoint-8,0,63,AGGRESSIVE
checkpoint-8,1,38,AGGRESSIVE
checkpoint-8,1,56,NN
checkpoint-8,1,38,GREEDY
checkpoint-8,1,38,DEFENSIVE
checkpoint-8,2,37,NN
checkpoint-8,2,37,GREEDY
checkpoint-8,2,36,DEFENSIVE
checkpoint-8,2,41,AGGRESSIVE
checkpoint-8,3,36,GREEDY
checkpoint-8,3,36,AGGRESSIVE
checkpoint-8,3,40,NN
checkpoint-8,3,37,DEFENSIVE
checkpoint-8,4,40,AGGRESSIVE
checkpoint-8,4,40,NN
checkpoint-8,4,37,GREEDY
checkpoint-8,4,37,DEFENSIVE
checkpoint-8,5,37,NN
checkpoint-8,5,38,AGGRESSIVE
checkpoint-8,5,36,GREEDY
checkpoint-8,5,45,DEFENSIVE
checkpoint-8,6,36,NN
checkpoint-8,6,36,AGGRESSIVE
checkpoint-8,6,40,DEFENSIVE
checkpoint-8,6,37,GREEDY
checkpoint-8,7,38,NN
checkpoint-8,7,36,AGGRESSIVE
checkpoint-8,7,36,GREEDY
checkpoint-8,7,36,DEFENSIVE
checkpoint-8,8,37,NN
checkpoint-8,8,36,GREEDY
checkpoint-8,8,43,AGGRESSIVE
checkpoint-8,8,36,DEFENSIVE
checkpoint-8,9,37,NN
checkpoint-8,9,36,AGGRESSIVE
checkpoint-8,9,36,GREEDY
checkpoint-8,9,44,DEFENSIVE
checkpoint-8,10,36,NN
checkpoint-8,10,37,AGGRESSIVE
checkpoint-8,10,37,GREEDY
checkpoint-8,10,36,DEFENSIVE
checkpoint-8,11,0,NN
checkpoint-8,11,36,AGGRESSIVE
checkpoint-8,11,0,DEFENSIVE
checkpoint-8,11,0,GREEDY
checkpoint-8,12,0,NN
checkpoint-8,12,36,AGGRESSIVE
checkpoint-8,12,36,GREEDY
checkpoint-8,12,50,DEFENSIVE
checkpoint-8,13,36,DEFENSIVE
checkpoint-8,13,36,GREEDY
checkpoint-8,13,39,NN
checkpoint-8,13,60,AGGRESSIVE
checkpoint-8,14,36,NN
checkpoint-8,14,38,AGGRESSIVE
checkpoint-8,14,37,GREEDY
checkpoint-8,14,37,DEFENSIVE
checkpoint-8,15,36,NN
checkpoint-8,15,36,AGGRESSIVE
checkpoint-8,15,37,GREEDY
checkpoint-8,15,37,DEFENSIVE
checkpoint-8,16,36,NN
checkpoint-8,16,36,AGGRESSIVE
checkpoint-8,16,36,GREEDY
checkpoint-8,16,41,DEFENSIVE
checkpoint-8,17,36,AGGRESSIVE
checkpoint-8,17,53,NN
checkpoint-8,17,36,GREEDY
checkpoint-8,17,36,DEFENSIVE
checkpoint-8,18,36,NN
checkpoint-8,18,38,GREEDY
checkpoint-8,18,37,DEFENSIVE
checkpoint-8,18,59,AGGRESSIVE
checkpoint-8,19,38,AGGRESSIVE
checkpoint-8,19,36,NN
checkpoint-8,19,0,GREEDY
checkpoint-8,19,0,DEFENSIVE
checkpoint-8,20,0,NN
checkpoint-8,20,0,DEFENSIVE
checkpoint-8,20,0,GREEDY
checkpoint-8,21,0,NN
checkpoint-8,21,0,AGGRESSIVE
checkpoint-8,21,0,GREEDY
checkpoint-8,21,0,DEFENSIVE
checkpoint-8,22,0,NN
checkpoint-8,22,0,AGGRESSIVE
checkpoint-8,22,0,GREEDY
checkpoint-8,22,0,DEFENSIVE
checkpoint-8,23,0,NN
checkpoint-8,23,0,AGGRESSIVE
checkpoint-8,23,0,DEFENSIVE
checkpoint-8,23,0,GREEDY
checkpoint-998,0,36,AGGRESSIVE
checkpoint-998,0,36,GREEDY
checkpoint-998,0,42,NN
checkpoint-998,0,51,DEFENSIVE
checkpoint-998,1,36,AGGRESSIVE
checkpoint-998,1,36,NN
checkpoint-998,1,37,GREEDY
checkpoint-998,1,46,DEFENSIVE
checkpoint-998,2,36,AGGRESSIVE
checkpoint-998,2,37,DEFENSIVE
checkpoint-998,2,41,NN
checkpoint-998,2,38,GREEDY
checkpoint-998,3,36,AGGRESSIVE
checkpoint-998,3,39,NN
checkpoint-998,3,36,DEFENSIVE
checkpoint-998,3,44,GREEDY
checkpoint-998,4,37,NN
checkpoint-998,4,36,DEFENSIVE
checkpoint-998,4,38,AGGRESSIVE
checkpoint-998,4,44,GREEDY
checkpoint-998,5,37,GREEDY
checkpoint-998,5,39,DEFENSIVE
checkpoint-998,5,39,NN
checkpoint-998,5,36,AGGRESSIVE
checkpoint-998,6,36,DEFENSIVE
checkpoint-998,6,36,NN
checkpoint-998,6,36,AGGRESSIVE
checkpoint-998,6,43,GREEDY
checkpoint-998,7,36,NN
checkpoint-998,7,36,AGGRESSIVE
checkpoint-998,7,36,GREEDY
checkpoint-998,7,36,DEFENSIVE
checkpoint-998,8,36,GREEDY
checkpoint-998,8,36,NN
checkpoint-998,8,36,AGGRESSIVE
checkpoint-998,8,36,DEFENSIVE
checkpoint-998,9,36,NN
checkpoint-998,9,0,AGGRESSIVE
checkpoint-998,9,0,GREEDY
checkpoint-998,9,0,DEFENSIVE
checkpoint-998,10,0,NN
checkpoint-998,10,0,AGGRESSIVE
checkpoint-998,10,0,GREEDY
